Revenue,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expense,Operating Expenses,Interest Expense,Income Tax Expense,Net Income,Gross Margin,Profit Margin,Free Cash Flow margin,Consolidated Income,Short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Long-term investments,Total non-current assets,Payables,Short-term debt,Total current liabilities,Total debt,Deferred revenue,Total liabilities,Other comprehensive income,Total shareholders equity,Investments,Depreciation & Amortization,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Issuance (repayment) of debt,Issuance (buybacks) of shares,Effect of forex changes on cash,Net Income per Share,Shareholders Equity per Share,Market Cap,Enterprise Value,Income Quality,Invested Capital,Average Payables,Days Sales Outstanding,Operating Income Growth,Inventory Growth,Asset Growth,Debt Growth,R&D Expense Growth,Class
2221427000,1401386000,820041000,130525000,479911000,616273000,0,9113000,205876000,0.3692,0.093,0.1155,205876000,0,185179000,253401000,1027845000,85408000,0,470832000,274805000,0,507078000,0,0,642566000,-100706000,856111000,0,50488000,-31804000,-67947000,72000,0,-44212000,-5370000,1.2704,5.2827,5154077718,4606544718,1.4008,146761000,257985500,30.4265,0.5789,0.1076,0.1318,0,0.1533,0
363971000,129494000,234477000,33854000,76279000,121256000,13383000,777000,100618000,0.6442,0.276,0.183,102583000,25592000,117838000,0,252932000,41704000,0,860081000,75073000,23624000,146932000,409131000,23985000,579254000,-24023000,491510000,25592000,13298000,-10190000,-194082000,1201000,133651000,-45680000,2162000,3.189,15.5778,2429943092,2745547092,0.7634,544149000,52767000,118.1711,0.129,0,0.3848,0.5029,0.0265,0
1095250000,150164000,945086000,202746000,338640000,554358000,0,136443000,259251000,0.8629,0.237,0.3755,259251000,286000,388479000,0,1270266000,57096000,0,1671357000,6042000,0,608553000,0,440491000,695792000,-37844000,2245831000,286000,67678000,-19149000,-63885000,0,0,-283539000,20678000,3.0504,26.4253,12606023264,11724236264,1.6603,-84609000,6718500,129.4634,0.0385,0,0.0504,0,0.1073,0
2018197000,1341446000,676751000,169407000,325264000,521874000,13845000,74326000,57298000,0.3353,0.028,0.0703,60249000,0,398029000,193835000,849742000,200768000,0,1256405000,262166000,19688000,507783000,613260000,41438000,1300515000,-170478000,786416000,0,63215000,-49495000,-99386000,0,305937000,3609000,8636000,1.4823,20.3445,2683657192,2809633192,3.3396,1073350000,217438500,71.9853,0.5335,0.1888,0.3349,1.0138,0.0098,0
2218000000,1805000000,413000000,,,128000000,27000000,84000000,452000000,0.186203787,0.203787196,,452000000,,364000000,,1900000000,350000000,294000000,726000000,101000000,84000000,971000000,537000000,28000000,1697000000,1000000,1241000000,294000000,128000000,-79000000,,40000000,-183000000,-311000000,7000000,,,,,,,,,,,,,,1
175603000,41385000,134218000,23874000,140753000,164627000,13000,208000,-33051000,0.7643,-0.188,-0.0125,-33051000,81476000,61918000,0,188454000,12769000,0,272359000,7254000,0,134320000,0,104652000,143508000,-63000,317305000,81476000,19971000,-8626000,0,1595000,-549000,10142000,0,-0.6336,6.0832,1765766677,1653186677,-0.1944,62619000,7209500,128.6998,-0.3117,0,0.096,0,0.1301,1
668362000,345585000,322777000,96237000,257063000,353300000,0,9273000,-39981000,0.4829,-0.06,0.059,-40459000,7208000,132671000,115717000,614911000,199951000,4439000,764839000,39849000,5143000,163297000,32286000,52908000,245608000,-7023000,1132490000,11647000,66635000,-22308000,-3568000,0,6286000,5888000,4096000,-0.7549,21.3843,1063800000,,-1.5437,390748000,40391000,72.4531,0.648,-0.0154,0.01,0.2418,-0.0158,0
385166000,217326000,167840000,92027000,38807000,130834000,0,1795000,38508000,0.4358,0.1,0.1241,38508000,211933000,86602000,62232000,447247000,28175000,85182000,164003000,47819000,0,85626000,0,573000,109200000,-320000,502050000,297115000,12280000,-14112000,0,-193795000,0,5678000,0,0.9894,12.8995,1451054611,1171626611,1.6073,458129000,48624500,82.0678,-0.6854,0.9643,0.1824,0,0.2157,1
1066238000,308713000,757525000,3107000,395786000,441990000,0,81924000,113425000,0.7105,0.141,0.3009,449477000,0,166487000,50426000,408812000,187365000,92879000,2099024000,42815000,227993000,571587000,234272000,44443000,1031506000,0,-1662253000,92879000,104000000,-71372000,-441719000,48013000,214514000,2483000,0,2.2843,-33.4767,5005971648,5083508648,2.6045,729279000,44409000,56.9927,0.1865,0.7316,0.3517,11.1121,0.0622,1
557111000,233102000,324009000,52486000,245174000,297660000,0,13354000,16727000,0.5816,0.03,0.0951,16727000,0,49932000,0,340469000,85698000,0,237307000,27248000,0,245742000,0,157803000,263191000,-3557000,314585000,0,35490000,-55062000,-49571000,50199000,0,-23295000,12454000,0.4831,9.085,1507666696,1254238696,6.4588,-54245000,27513000,32.7137,-0.4245,0,0.1515,0,0.0983,0
160975000,46562000,114413000,48293000,109922000,158215000,55000,-155000,-43084000,0.7108,-0.268,-0.2286,-43084000,5697000,34312000,0,96699000,23926000,0,59924000,2892000,0,117303000,0,101662000,129679000,-1000,26944000,5697000,6759000,-15674000,0,18215000,0,10083000,0,-1.4654,0.9164,993006621.9,951616621.9,0.4904,-17775000,4133000,77.8002,0.0838,0,0.4068,0,0.3425,1
43799000,3448000,40351000,8586000,48270000,61590000,78000,-347000,2227000,0.9213,0.051,-0.2681,2227000,0,59288000,0,138107000,3194000,0,12321000,59419000,0,60954000,0,674000,67289000,-232000,83139000,0,7760000,-1113000,47046000,0,-214000,-1261000,405000,0.0441,1.6459,211996851.7,135676851.7,-4.7737,5527000,46208500,494.0779,0.0937,0,-0.0246,0,0.2334,0
397572000,69159000,328413000,76988000,142084000,257799000,4631000,28170000,37417000,0.826,0.094,0.2613,37417000,0,61210000,0,263407000,42261000,0,455311000,15619000,5819000,208018000,121909000,142288000,342634000,-18999000,376084000,0,7526000,-1820000,-77150000,-8821000,-12424000,-63911000,11847000,0.7774,7.8141,1976379330,1914679330,2.8245,39065000,17338500,56.1952,3.3769,0,-0.0478,-0.097,-0.1309,0
220085000,73625000,146460000,23183000,108722000,136479000,0,10342000,351000,0.6655,0.002,0.108,351000,40192000,24897000,0,224331000,16856000,5206000,115407000,4463000,0,43945000,0,20594000,51627000,657000,288111000,45398000,11782000,-7271000,-500000,-14849000,0,-2472000,1292000,0.0102,8.3836,839341113.6,676022113.6,88.4615,104524000,3382500,41.2904,0.5632,0,0.1387,0,0.0547,1
155545000,56836000,98709000,47500000,107390000,255685000,-908000,-1762000,-154783000,0.6346,-0.995,-0.1215,-154783000,52504000,165890000,0,304656000,47393000,0,78979000,214103000,0,217244000,0,0,219024000,41000,164611000,52504000,36225000,-40426000,-38610000,-14174000,0,1023000,199000,-3.1673,3.3684,103566093.3,-25579906.72,-0.1391,63656000,214503000,389.2755,-5.305,0,-0.2619,0,-0.072,1
58215000,21199000,37016000,13753000,26988000,40741000,1730000,533000,-6020000,0.6358,-0.103,0.0843,-6020000,0,7201000,0,20631000,1059000,0,19120000,2363000,913000,28311000,15757000,23219000,49372000,-1663000,-9621000,0,3199000,-492000,0,0,-5850000,11000,-93000,-0.2221,-0.3549,44724027.15,49848027.15,-0.8972,630000,2231000,45.1493,0.3657,0,-0.1729,-0.2682,-0.1438,1
26554563000,23197595000,3356968000,0,2162045000,2411232000,165252000,286541000,402176000,0.1264,0.015,-0.0021,407376000,0,8125588000,3302518000,12414217000,838475000,88347000,4045050000,6756830000,356806000,7955311000,3289851000,0,11461327000,-124883000,4949255000,88347000,153599000,-179516000,-3628000,0,433760000,-152044000,3218000,4.5351,55.8096,7145167060,9704935060,0.3097,8307462000,6265490500,111.6885,0.0786,0.1565,0.1586,0.1791,0,0
125300000,60359000,64941000,32220000,49740000,81960000,908000,-97000,-17322000,0.5183,-0.138,-0.3387,-17322000,38831000,22244000,47083000,129802000,18110000,0,22232000,4666000,5024000,19923000,11269000,1215000,33092000,-36000,118942000,38831000,3950000,-6552000,0,27950000,-3919000,4656000,0,-0.8376,5.7515,493777854.3,446930854.3,2.0717,120214000,5916000,64.797,-33.875,0.6977,-0.0925,-0.2534,0.2793,0
410561000,260314000,150247000,43071000,59334000,102405000,5121000,-83128000,126959000,0.366,0.309,0.1193,126959000,0,75302000,120544000,339775000,36168000,6723000,148443000,32642000,0,79287000,47714000,18145000,134608000,2176000,353610000,6723000,5002000,-7285000,0,0,0,16254000,-844000,4.1132,11.4563,928259114.4,841816114.4,0.4433,322488000,28819000,66.9455,1.8781,0.0588,0.6154,0.0027,0.252,0
203779000,56051000,147728000,35556000,48020000,117032000,611000,7662000,23838000,0.7249,0.117,0.3321,23838000,0,25401000,167000,72561000,10447000,0,427979000,4679000,0,53824000,0,24149000,69945000,-32779000,430595000,0,33629000,-4914000,-71348000,5899000,-356000,145000,-1087000,0.3145,5.6807,,,3.0448,23000,4576000,45.4972,0.0925,0.0774,0.1055,0,0.1362,0
19659000000,17250000000,2409000000,160000000,1514000000,1674000000,324000000,98000000,300000000,0.122539295,0.015260186,,300000000,,2770000000,3481000000,10854000000,6539000000,68000000,4101000000,3481000000,3907000000,9965000000,2061000000,719000000,14066000000,,6766000000,68000000,1044000000,-2204000000,-1000000,0,-5446000000,0,-76000000,,,,,,,,,,,,,,1
131169000,61096000,70073000,31064000,77620000,108684000,4159000,-3285000,-39547000,0.5342,-0.301,-0.0968,-39547000,0,24784000,0,87088000,4611000,0,84848000,3002000,4753000,76916000,57205000,49186000,130675000,-502000,41261000,0,8185000,-728000,-47773000,0,47880000,3986000,9000,-1.3804,1.4402,432031079.7,431678079.7,0.3026,15228000,3168000,68.9657,-0.1793,0,0.522,0,0.3104,0
300010000,123987000,176023000,29098000,139629000,168727000,0,651000,6718000,0.5867,0.022,0.0805,6718000,0,2040000,0,1062846000,40756000,0,74595000,2046000,0,974806000,0,0,989828000,0,147613000,0,21027000,-37824000,0,0,0,3711000,0,0.1307,2.871,2327239059,2223771059,9.226,26863000,1833500,2.4819,3.0552,0,-0.1821,0,0.0883,1
54442000,12619000,41823000,4459000,33887000,42823000,4626000,96000,-5722000,0.7682,-0.105,-0.0568,-5722000,0,13361000,509000,86578000,5217000,0,116733000,1912000,8895000,69552000,75868000,14203000,139537000,-63000,63774000,0,6058000,-3058000,-45390000,0,36673000,28002000,12000,-0.5254,5.8557,186503627.2,234579627.2,0.0063,70933000,1744000,89.5773,-1.815,0.0452,1.369,1.5259,0.5392,0
18898000,12118000,6780000,4657000,7052000,11709000,678000,25000,-5653000,0.3588,-0.299,-0.2631,-5653000,0,4010000,6604000,29378000,1419000,0,1514000,2808000,0,7884000,6110000,3571000,14098000,2249000,16813000,0,271000,-477000,0,0,0,21835000,1000,-0.3475,1.0336,76880956.3,65187956.3,0.7952,11315000,2110500,77.45,0.1991,-0.061,2.0751,0.0248,0.077,0
402440000,246694000,155746000,0,99151000,99151000,789000,20262000,34571000,0.387,0.086,0.0862,34571000,0,58210000,85172000,158623000,93601000,0,233104000,28601000,44550000,93109000,44550000,0,114275000,-10893000,277452000,0,24398000,-15069000,-20376000,0,6376000,-2587000,-54000,1.1951,9.5915,1382840520,1416226520,1.4391,205254000,23475500,52.7946,0.0745,0.0962,0.1202,0.1739,0,1
40207000,28949000,11258000,9283000,18946000,28229000,2625000,-144000,-24264000,0.28,-0.603,-0.201,-24264000,0,10663000,0,23665000,2006000,0,83915000,11787000,0,30774000,9685000,0,45535000,-321000,62045000,0,2606000,-1418000,999000,0,2617000,11000,-119000,-0.3648,0.9329,62635965.64,65719965.64,0.2746,34975000,13543500,96.7989,0.2469,0,-0.1178,-0.0716,0.9011,1
2724880000,654184000,2070696000,908841000,746092000,1723133000,0,246535000,136563000,0.7599,0.05,0.2059,136563000,0,451144000,61884000,1682593000,266014000,0,3713821000,499846000,9924000,1614109000,143987000,1147780000,2116690000,-65979000,3275620000,0,189442000,-73554000,-259202000,141374000,-60625000,-253663000,-427000,0.9077,21.7711,12999427803,12095058803,4.6467,-82881000,450648500,60.4311,0.095,0,0.0298,-0.2976,0.0609,0
186563000,50314000,136249000,22593000,124029000,146622000,268000,2202000,-5441000,0.7303,-0.029,0.0752,-5441000,60347000,44358000,0,166078000,32009000,0,39274000,3558000,1958000,110388000,2203000,95348000,123360000,-8414000,81992000,60347000,11881000,-18491000,-5574000,-60550000,-4808000,4476000,-2388000,-0.0993,1.4959,1213912764,1104449764,-5.9757,38895000,3224500,86.7839,-3.0299,0,0.1726,-0.6803,0.2791,1
1289386000,328324000,961062000,231761000,583523000,815284000,0,94969000,52411000,0.7454,0.041,0.1183,52411000,121888000,248825000,184592000,894090000,249715000,0,672344000,49733000,0,269255000,0,154380000,438413000,-16509000,1128021000,121888000,72695000,-71918000,0,-48108000,-25000000,29094000,9148000,0.4022,8.6571,5530514431,5118462431,4.2823,616939000,49266500,70.4375,0.2176,-0.0466,0.0467,-1,-0.0167,1
2528052000,2272197000,255855000,0,125947000,125947000,13578000,9761000,112062000,0.1012,0.044,0.053,112062000,0,365513000,654642000,1617455000,314665000,0,358727000,413999000,286934000,907591000,313107000,0,950243000,-4979000,1025939000,0,45330000,-37834000,0,0,28196000,-20768000,1085000,3.334,30.523,1914240823,1658093823,1.5325,812444000,405599500,52.7727,0.3064,0.1604,0.1191,0.1927,0,0
1717018000,1463599000,253419000,0,155225000,155225000,1375000,-16859000,114141000,0.1476,0.066,0.0665,114141000,0,311410000,0,367164000,46082000,11843000,1377311000,122405000,0,228285000,31000000,0,401501000,-320000,1342974000,11843000,33792000,-38859000,-177193000,-110000,29677000,13624000,0,2.9271,34.4406,1953594741,1975143741,1.3401,258831000,115646500,66.1989,0.0795,-1,0.0913,0,0,1
70969316.81,14304715.84,56664600.97,38984431.68,50809552.6,89793984.28,820737.6058,646160.8222,-36123941.96,0.7984,-0.0769,-0.702,-36143289,906892.3821,90580411.12,0,200027509.1,7689389.359,0,12048821.04,31461910.52,40208434.1,129860489.7,40208434.1,19685308.34,129898125.8,-4615931.076,80666263.6,906892.3821,4757255.139,-3464328.9,-280683.1923,10213724.3,30383766.63,467200.7255,-5968107.618,-52.2995,116.787,46650000,,1.2833,58643591.29,19299277.79,465.8612,-1.8703,0,0.2188,3.2961,0.6881,0
124753000,67058000,57695000,36655000,24104000,62459000,0,-92000,-3003000,0.4625,-0.024,0.0615,-3003000,25221000,16583000,9422000,72550000,3184000,82669000,112649000,8660000,0,21479000,0,0,38249000,-1874000,146950000,107890000,3481000,-838000,0,-774000,0,-2956000,81000,-0.1345,6.5829,274572678.6,228027678.6,-2.8348,133374000,10600000,48.5182,-3.9209,-0.0334,-0.004,0,0.0507,0
221000000,115000000,106000000,74000000,42000000,116000000,,7000000,-18000000,0.479638009,-0.081447964,,-18000000,5000000,36000000,18000000,68000000,19000000,2000000,22000000,14000000,,36000000,,0,58000000,-2000000,144000000,2000000,21000000,-19000000,-8000000,4000000,,-1000000,0,,,,,,,,,,,,,,1
155913000,64618000,91295000,31850000,79141000,110991000,0,370000,-19519000,0.5856,-0.125,-0.0677,-19519000,0,25236000,0,58404000,9143000,0,69211000,6142000,254000,59387000,254000,39614000,60859000,-809000,66756000,0,7257000,-4112000,0,0,-796000,520000,416000,-0.5678,1.9419,245892013.8,220014013.8,0.33,-16662000,5734500,59.0787,-1.1938,0,-0.0646,-0.6809,0.0556,0
140027000,70053000,69974000,27642000,42741000,80203000,433000,1100000,-9777000,0.4997,-0.07,-0.0581,-9777000,0,31696000,0,58688000,20505000,0,50092000,25931000,2444000,47055000,5815000,15287000,54435000,-29000,54345000,0,9820000,-7876000,0,2645000,-6866000,22073000,-40000,-0.2687,1.4938,88977956.4,72316956.4,0.0269,16414000,22350000,82.6201,-0.1166,0,0.1647,-0.1688,0.0793,0
110000,39000,71000,5826000,7455000,13281000,0,0,-13068000,0.6455,-118.8,-84.9909,-13068000,0,110000,0,17727000,67000,0,80000,198000,0,949000,0,0,949000,0,16858000,0,19000,-60000,0,0,0,0,0,-1.11,1.4319,49737005.33,32368005.33,0.7108,-511000,275500,365,-0.3211,0,-0.3375,0,0.4591,0
128864570.7,118171402.7,10693168.08,12356106.41,30908555.02,52702992.74,2821191.052,9015719.468,-55798216.45,0.083,-0.0654,-0.2205,-56101269.65,0,24341444.98,0,81853688.03,70991233.37,4556831.923,33189087.06,245211154.8,12898579.2,285272521.2,45093107.62,0,318461608.2,386789.601,-75360792.02,4556831.923,1382255.139,-13442110.04,0,-54715.8404,22522218.86,0,-1599758.162,-91.3064,-123.3179,,,0.2683,-18556076.18,146526455.7,68.9455,0.6838,0,-0.0664,1.0885,-0.175,0
1386000000,1175000000,211000000,64000000,239000000,418000000,8000000,-120000000,94000000,0.1522,0.068,-0.0758,94000000,0,253000000,246000000,958000000,294000000,0,749000000,183000000,4000000,419000000,403000000,0,1486000000,-391000000,57000000,0,80000000,-38000000,13000000,1000000,-11000000,-1000000,11000000,2.2118,1.3412,134099784,177099784,-0.7128,1235000000,191500000,66.627,-2.7395,-0.0923,-0.0389,-0.0195,0.0667,0
263479000,49990000,213489000,61054000,213778000,274832000,87000,264000,-61077000,0.8103,-0.232,-0.0248,-61077000,118101000,62032000,0,276607000,50728000,0,75662000,6522000,0,155333000,0,126404000,165425000,-96000,186844000,118101000,18805000,-25459000,0,6939000,0,21983000,0,-1.181,3.613,1956715113,1742194113,-0.3099,86189000,5486000,85.9335,0.0931,0,0.1964,0,0.316,1
165989000,64927000,101062000,27685000,84077000,111762000,0,759000,-10897000,0.6088,-0.066,0.0295,-10897000,52507000,36436000,2815000,124441000,5751000,0,80532000,2678000,0,58101000,0,55151000,76973000,-191000,128000000,52507000,7643000,-2834000,0,-13595000,693000,10667000,0,-0.3803,4.4669,875338713.5,794105713.5,-0.7099,55333000,2954500,80.1206,0.035,-0.3821,0.1258,0,0.5157,1
230828000,51580000,179248000,42816000,99189000,142005000,3000,-1062000,40440000,0.7765,0.175,0.3025,40440000,201823000,64412000,0,369350000,58557000,67224000,168175000,1144000,0,165774000,0,160322000,193981000,-574000,343544000,269047000,20636000,-37818000,-12482000,-67895000,0,31327000,0,1.08,9.1751,2316883100,2027269100,2.6619,270010000,1597500,101.8524,0.237,0,0.3207,0,0.1701,1
204369000,138317000,66052000,26754000,56501000,86753000,153000,-2078000,-19366000,0.3232,-0.095,0.1195,-18776000,0,26148000,0,59202000,262359000,0,325107000,11589000,6646000,122348000,13393000,210876000,285279000,-898000,97818000,0,72595000,-73308000,-1150000,0,-20301000,9244000,-16000,-0.4863,2.4563,922379675.5,909087675.5,-5.0464,196003000,13552500,46.6999,0.2068,0,0.0087,-0.4763,0.2092,0
212633000,82898000,129735000,0,102903000,102903000,43357000,1319000,-53297000,0.6101,-0.251,0.1306,-53297000,0,63525000,0,112112000,4255000,0,10059000,10137000,15500000,228734000,82113000,181572000,332472000,-867000,-210301000,0,1973000,-1392000,0,0,-42884000,872000,509000,-1.6537,-6.5252,456930208.8,499016208.8,-0.5472,-64477000,9488000,109.0453,2.6751,0,0.2294,-0.0676,0,0
2048896000,1554194000,494702000,153827000,158906000,312733000,0,27611000,167682000,0.2414,0.023,0.1059,167095000,13721000,611321000,249735000,1295360000,28755000,85238000,170157000,710858000,35243000,877249000,35243000,0,887735000,22100000,225775000,98959000,3717000,-21290000,-9534000,-4969000,20000000,89000,-3175000,9.896,13.3245,549764500,,5.1677,242721000,629215000,108.9036,12.597,0.2982,0.5063,1.7834,0.1627,1
3360300000,2476700000,883600000,0,552500000,552500000,56100000,59100000,213000000,0.263,0.063,0.0675,218100000,0,506300000,757100000,1574400000,623000000,0,2813800000,384300000,101200000,712000000,1141100000,0,2033500000,-164000000,2325500000,0,137200000,-65200000,1100000,0,-274700000,-44700000,11600000,4.7758,52.1413,3426914632,4428414632,1.3704,2530100000,359250000,54.9949,0.0267,0.1457,0.0068,-0.1916,0,0
50484000,6008000,44476000,1473000,28596000,30069000,0,-6160000,22811000,0.881,0.355,0.3285,22811000,0,2606000,0,44540000,140000,2618000,16707000,4758000,0,8256000,0,0,13756000,0,28526000,2618000,815000,0,0,127000,0,12181000,0,0.8997,1.1251,64835149.86,23666149.86,0.9251,4074000,3352000,18.8414,39.813,0,2.3459,0,1.5842,1
881176000,439806000,441370000,88318000,223830000,316294000,29230000,19066000,82599000,0.5009,0.094,0.1319,82599000,178179000,141177000,55456000,698977000,150307000,127176000,318182000,42885000,0,117170000,491059000,0,635003000,4694000,382156000,305355000,20977000,-23176000,0,724000,0,-19034000,-2263000,2.5589,11.8392,1795507672,1806417672,1.6875,1073501000,41009000,58.4782,0.1577,0.0432,0.0897,0.003,-0.0231,0
712714000,394077000,318637000,66022000,241470000,307492000,6633000,-26006000,30518000,0.4471,0.043,-0.0078,30518000,0,190046000,96137000,352272000,42595000,15435000,664090000,48290000,15208000,205206000,210125000,89397000,462021000,-6113000,554341000,15435000,51511000,-30381000,-4446000,0,-45606000,44021000,-2034000,0.8142,14.7891,1877653850,2055354850,0.8137,482999000,37679500,97.3277,-0.4793,0.3873,0.0869,-0.1732,0.1423,1
48823000,38986000,9837000,0,16577000,24553000,731000,123000,-28840000,0.2015,-0.591,-0.3458,-28389000,0,0,1159000,16093000,15797000,0,49147000,8736000,0,12497000,6500000,0,19401000,-74000,40883000,0,7976000,-4712000,276000,0,0,6584000,-61000,-25.8806,36.6878,38491265,38136265,0.4221,21211000,9863000,0,0.169,-0.5375,-0.2121,0,0,0
1332152000,468673000,863479000,181107000,490399000,713408000,0,-13631000,143291000,0.6482,0.108,0.2453,143291000,63951000,230729000,0,693056000,118275000,132820000,2152030000,29438000,0,523352000,447642000,222114000,1095525000,-32914000,1749561000,196771000,156301000,-67825000,-76027000,-69128000,-2000,-24428000,4421000,2.3706,28.9452,6406220000,,2.7543,571485000,27536000,63.2181,0.1185,0,0.081,-0.0377,0.2797,1
351102000,207750000,143352000,22005000,106163000,143229000,9896000,-1563000,-7904000,0.4083,-0.023,0.0508,-7904000,6722000,67403000,29279000,206705000,21162000,0,201434000,30266000,0,77841000,146827000,14662000,244897000,-541000,163242000,6722000,23469000,-7962000,-119618000,81996000,0,-24039000,-73000,-0.2201,4.545,574034712.2,620433712.2,-3.2637,243216000,27602000,70.0711,-0.9956,0.75,0.1524,0.0503,0.1112,0
65663000,12602000,53061000,10980000,31871000,42851000,0,18606000,-8057000,0.8081,-0.123,0.2309,-8057000,0,1389000,0,37620000,4048000,0,43688000,1053000,0,35516000,0,29449000,37788000,0,43520000,0,2741000,-3041000,-8244000,0,0,-367000,0,-0.1508,0.8145,249759032.3,216750032.3,-2.2594,-1210000,704000,7.721,0.096,0,-0.0127,0,0.1494,1
383337000,291516000,91821000,29835000,48842000,78677000,91000,3652000,13829000,0.2395,0.036,-0.0322,9260000,0,26594000,68848000,187930000,116084000,0,130575000,42718000,819000,69480000,2514000,997000,76466000,769000,242142000,0,27303000,-21901000,0,0,-940000,-34710000,-86000,-0.1304,10.7849,312474221.8,227026221.8,-13.7234,163577000,43400500,28.9185,1.358,0.0728,-0.0845,1.6716,-0.0395,0
125690000,79762000,45928000,13915000,11229000,20502000,0,3868000,21714000,0.3654,0.173,-0.0023,21714000,7752000,41367000,51487000,123450000,4121000,5945000,39164000,19049000,0,19049000,0,0,21814000,0,140800000,13697000,3799000,-1701000,0,10214000,0,0,-86000,2.9123,18.8841,290752000,,0.0648,99936000,18506500,120.1285,0.6062,0.1628,0.1105,0,0.0989,0
193978000,99485000,94493000,40338000,78349000,121400000,124000,-314000,-26164000,0.4871,-0.135,-0.0197,-26164000,41685000,13203000,0,131087000,34544000,0,81728000,7621000,0,68073000,0,66668000,106193000,-139000,106622000,41685000,14946000,-13285000,-3816000,158000,0,11559000,0,-0.6348,2.5868,1591890379,1489929379,-0.362,59556000,5926000,24.8435,0.2467,0,0.0589,0,0.2427,1
510367000,337477000,172890000,127541000,122656000,254446000,160000,1243000,-83032000,0.3388,-0.163,-0.1387,-83032000,0,80392000,31529000,162455000,15681000,0,132615000,35977000,30000000,128332000,30000000,33721000,150107000,-169000,144963000,0,10991000,-8026000,0,27760000,29814000,4940000,464000,-1.6555,2.8903,292289590.6,282514590.6,0.756,40788000,29902000,57.4941,-1.9004,-0.2922,-0.1699,0,0.1934,1
450678000,359363000,91315000,15862000,43585000,59447000,2235000,5276000,13130000,0.2026,0.029,0.0108,21289000,0,105320000,23703000,449124000,535197000,0,571670000,50834000,4639000,81776000,61976000,0,155499000,6891000,744564000,0,86573000,-91965000,-5400000,167000,-5428000,2830000,6108000,0.1919,10.8797,648024494.4,401979494.4,7.3749,675851000,51241500,85.2977,-0.3927,0.0735,0.0332,-0.0789,-0.2675,1
127678000,63893000,63785000,29048000,40698000,75193000,15000,236000,-11721000,0.4996,-0.092,-0.0988,-11721000,0,15598000,2211000,73520000,16000000,0,93785000,8702000,121000,46337000,237000,29183000,53636000,-204000,113669000,0,3801000,-16046000,0,0,-117000,-533000,-74000,-0.5183,5.0263,219510837,170492837,-0.2929,-3201000,8231500,44.5908,-1.645,-0.1787,-0.0964,-0.2883,0.0884,1
1586008000,1039677000,546331000,0,376825000,459289000,7689000,49091000,32216000,0.3445,0.02,0.045,32216000,0,341958000,0,727567000,160790000,0,599525000,32133000,0,203243000,275000000,34717000,530613000,-31104000,796479000,0,77564000,-63344000,-9075000,-10134000,8000000,0,31178000,0.7703,19.0445,1344837440,1276103440,4.1839,645573000,30648000,78.6974,-0.0577,0,0.0733,0.03,0,0
238073156,109914903.3,128158252.7,29069679.56,96823911.73,125893591.3,3358675.937,2234431.681,5663845.224,0.5383,0.0036,0.0922,5203143.894,15512545.34,97635731.56,0,339066807.7,9742140.266,183142684.4,204933796.9,41837515.11,49879081.02,162021009.7,49879081.02,9854292.624,165954806.5,86191656.59,379011336.2,198655229.7,5383615.478,-4201934.704,-3165356.711,6401451.028,-4323155.986,1869407.497,-1222793.229,3.4494,230.823,143206090,,4.6162,213610338.6,41049931.06,149.6895,-0.5554,0,0.1924,-0.034,0.2472,0
66801000,32111000,34690000,4301000,19802000,24103000,0,2863000,975000,0.5193,0.015,0.0978,975000,0,12166000,4966000,30999000,1541000,175000,31494000,7387000,0,14419000,0,886000,23205000,882000,39288000,175000,1779000,-709000,-21962000,0,0,-62000,170000,0.0948,3.8201,91114257.5,77824257.5,7.4277,5032000,4377500,66.4749,1.5535,0.3509,0.4586,0,0.1751,0
6703623000,5785053000,918570000,0,723328000,735659000,19174000,68415000,90683000,0.137,0.014,-0.0487,90683000,0,1814560000,231485000,2304343000,75252000,0,381308000,1218543000,16592000,1499974000,313168000,88979000,1842182000,-24264000,843469000,0,42599000,-19230000,-185415000,0,402439000,0,16089000,2.5372,23.5995,1384443959,1591780959,-3.3861,1160805000,1221866000,98.7995,0.229,0.0676,0.2101,6.6887,0,1
83795000,39490000,44305000,30093000,32331000,95713000,0,14631000,-71249000,0.5287,-0.85,-0.3463,-71249000,5253000,32538000,770000,69365000,11485000,6991000,46702000,4978000,0,27423000,0,12517000,46531000,-5371000,69536000,12244000,6255000,-683000,-5243000,1997000,0,60000,1929000,-2.0374,1.9884,85201077.94,51537077.94,0.3977,34343000,5555000,141.7312,-0.1494,-0.5422,-0.3467,0,-0.1069,0
152312000,110650000,41662000,3712000,44030000,91716000,3853000,0,-53907000,0.2735,-0.354,-0.0529,-53907000,0,41055000,26164000,77674000,1603000,0,92560000,30899000,1000000,43329000,51353000,0,94371000,0,75863000,0,7549000,-1059000,-814000,0,8935000,0,0,-2.5858,3.639,68904513,119312513,0.1299,87433000,31654000,98.3841,-26.2288,-0.0193,-0.2173,0.1544,0.5649,0
